6
 num     #instances         #bytes  class name
1347:             1             16  java.net.URLClassLoader$7
1348:             1             16  java.nio.Bits$1
1349:             1             16  java.nio.channels.spi.AbstractSelector$1
1350:             1             16  java.nio.charset.CoderResult$1
1351:             1             16  java.nio.charset.CoderResult$2
1352:             1             16  java.nio.file.Files$AcceptAllFilter
1353:             1             16  java.security.AllPermission
1354:             1             16  java.security.ProtectionDomain$2
1355:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl
1356:             1             16  java.text.DontCareFieldPosition$1
1357:             1             16  java.util.Collections$EmptyEnumeration
1358:             1             16  java.util.Collections$EmptyIterator
1359:             1             16  java.util.Collections$EmptyList
1360:             1             16  java.util.Collections$EmptyListIterator
1361:             1             16  java.util.Collections$EmptySet
1362:             1             16  java.util.EnumMap$1
1363:             1             16  java.util.Hashtable$EntrySet
1364:             1             16  java.util.ResourceBundle$Control
1365:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble
1366:             1             16  java.util.Spliterators$EmptySpliterator$OfInt
1367:             1             16  java.util.Spliterators$EmptySpliterator$OfLong
1368:             1             16  java.util.Spliterators$EmptySpliterator$OfRef
1369:             1             16  java.util.WeakHashMap$KeySet
1370:             1             16  java.util.concurrent.ConcurrentHashMap$EntrySetView
1371:             1             16  java.util.concurrent.CountDownLatch
1372:             1             16  java.util.concurrent.SynchronousQueue$TransferStack
1373:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
1374:             1             16  java.util.function.Function$$Lambda$51/558216562
1375:             1             16  java.util.jar.JavaUtilJarAccessImpl
1376:             1             16  java.util.logging.LogManager$1
1377:             1             16  java.util.logging.LogManager$3
1378:             1             16  java.util.logging.LoggingProxyImpl
1379:             1             16  java.util.regex.Pattern$4
1380:             1             16  java.util.regex.Pattern$LastNode
1381:             1             16  java.util.regex.Pattern$Node
1382:             1             16  java.util.stream.Collectors$$Lambda$32/1139700454
1383:             1             16  java.util.stream.Collectors$$Lambda$33/671467883
1384:             1             16  java.util.stream.Collectors$$Lambda$34/1543148593
1385:             1             16  java.util.stream.Collectors$$Lambda$35/1571967156
1386:             1             16  java.util.stream.Collectors$$Lambda$39/572593338
1387:             1             16  java.util.stream.Collectors$$Lambda$52/961712517
1388:             1             16  java.util.stream.Collectors$$Lambda$53/1928931046
1389:             1             16  java.util.stream.FindOps$$Lambda$48/1058634310
1390:             1             16  java.util.stream.FindOps$$Lambda$49/404214852
1391:             1             16  java.util.zip.ZipFile$1
1392:             1             16  javax.xml.stream.SecuritySupport
1393:             1             16  kotlin.collections.EmptyIterator
1394:             1             16  kotlin.collections.EmptyList
1395:             1             16  kotlin.jvm.internal.CallableReference$NoReceiver
1396:             1             16  org.apache.log4j.DefaultCategoryFactory
1397:             1             16  org.apache.log4j.helpers.AppenderAttachableImpl
1398:             1             16  org.apache.log4j.or.DefaultRenderer
1399:             1             16  org.apache.log4j.or.RendererMap
1400:             1             16  org.apache.log4j.spi.DefaultRepositorySelector
1401:             1             16  org.jdom.AttributeList$1
1402:             1             16  org.jetbrains.jps.android.AndroidAdditionalRootProviderService
1403:             1             16  org.jetbrains.jps.android.AndroidBuilderService
1404:             1             16  org.jetbrains.jps.android.AndroidDexBuilder
1405:             1             16  org.jetbrains.jps.android.AndroidExcludedJavaSourceRootProvider
1406:             1             16  org.jetbrains.jps.android.AndroidLibraryPackagingBuilder
1407:             1             16  org.jetbrains.jps.android.AndroidManifestMergingBuilder
1408:             1             16  org.jetbrains.jps.android.AndroidPackagingBuilder
1409:             1             16  org.jetbrains.jps.android.AndroidPreDexBuilder
1410:             1             16  org.jetbrains.jps.android.AndroidResourceCachingBuilder
1411:             1             16  org.jetbrains.jps.android.AndroidResourcePackagingBuilder
1412:             1             16  org.jetbrains.jps.android.AndroidSourceGeneratingBuilder
1413:             1             16  org.jetbrains.jps.android.builder.AndroidAarDepsBuilder
1414:             1             16  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension
1415:             1             16  org.jetbrains.jps.ant.model.impl.JpsAntModelSerializerExtension
1416:             1             16  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type$1
1417:             1             16  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Type$1
1418:             1             16  org.jetbrains.jps.builders.impl.BuildDataPathsImpl
1419:             1             16  org.jetbrains.jps.builders.impl.logging.ProjectBuilderLoggerImpl
1420:             1             16  org.jetbrains.jps.builders.java.JavaBuilderExtensionImpl
1421:             1             16  org.jetbrains.jps.builders.java.dependencyView.ClassRepr$2
1422:             1             16  org.jetbrains.jps.builders.java.dependencyView.Mappings$$Lambda$46/836220863
1423:             1             16  org.jetbrains.jps.builders.java.dependencyView.Mappings$1
1424:             1             16  org.jetbrains.jps.builders.java.dependencyView.ModuleRepr$2
1425:             1             16  org.jetbrains.jps.builders.logging.BuildLoggingManager
1426:             1             16  org.jetbrains.jps.cmdline.BuildMain$$Lambda$58/258931371
1427:             1             16  org.jetbrains.jps.cmdline.BuildMain$2
1428:             1             16  org.jetbrains.jps.cmdline.LogSetup$MyLoggerFactory
1429:             1             16  org.jetbrains.jps.devkit.builder.JpsPluginSyntheticArtifactProvider
1430:             1             16  org.jetbrains.jps.devkit.builder.PluginJavaBuilderExtension
1431:             1             16  org.jetbrains.jps.devkit.model.JpsPluginModuleType
1432:             1             16  org.jetbrains.jps.devkit.model.impl.JpsDevKitModelSerializerExtension
1433:             1             16  org.jetbrains.jps.dmserver.model.impl.JpsDMModelSerializerExtension
1434:             1             16  org.jetbrains.jps.eclipse.model.JpsEclipseClasspathSerializer
1435:             1             16  org.jetbrains.jps.eclipse.model.JpsEclipseModelSerializerExtension
1436:             1             16  org.jetbrains.jps.gradle.compiler.GradleBuilderService
1437:             1             16  org.jetbrains.jps.gradle.compiler.GradleResourcesBuilder
1438:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleDependenciesEnumerationHandler$GradleFactory
1439:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl$$Lambda$24/107456312
1440:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl$1
1441:             1             16  org.jetbrains.jps.gradle.model.impl.JpsGradleModelSerializationExtension
1442:             1             16  org.jetbrains.jps.gwt.build.GwtBuilder
1443:             1             16  org.jetbrains.jps.gwt.build.GwtBuilderService
1444:             1             16  org.jetbrains.jps.gwt.model.impl.JpsGwtExtensionServiceImpl
1445:             1             16  org.jetbrains.jps.gwt.model.impl.JpsGwtModelSerializerExtension
1446:             1             16  org.jetbrains.jps.incremental.BuilderRegistry$$Lambda$56/29183965
1447:             1             16  org.jetbrains.jps.incremental.CleanupTempDirectoryExtension
1448:             1             16  org.jetbrains.jps.incremental.FSCache$1
1449:             1             16  org.jetbrains.jps.incremental.JavaBuilderService
1450:             1             16  org.jetbrains.jps.incremental.TargetTypeRegistry
1451:             1             16  org.jetbrains.jps.incremental.artifacts.ArtifactBuilderService
1452:             1             16  org.jetbrains.jps.incremental.artifacts.IncArtifactBuilder
1453:             1             16  org.jetbrains.jps.incremental.artifacts.impl.JpsBuilderArtifactServiceImpl
1454:             1             16  org.jetbrains.jps.incremental.dependencies.DependencyResolvingBuilder
1455:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver
1456:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTarget
1457:             1             16  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTargetType$1
1458:             1             16  org.jetbrains.jps.incremental.groovy.GroovyBuilder$RecompileStubSources
1459:             1             16  org.jetbrains.jps.incremental.groovy.GroovyBuilderService
1460:             1             16  org.jetbrains.jps.incremental.groovy.GroovyJavaBuilderExtension
1461:             1             16  org.jetbrains.jps.incremental.groovy.GroovyModelSerializerExtension
1462:             1             16  org.jetbrains.jps.incremental.groovy.GroovyResourceChecker
1463:             1             16  org.jetbrains.jps.incremental.instrumentation.RmiStubsGenerator
1464:             1             16  org.jetbrains.jps.incremental.java.AnnotationsExcludedJavaSourceRootProvider
1465:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer
1466:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$36/898557489
1467:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$37/247944893
1468:             1             16  org.jetbrains.jps.incremental.relativizer.JavaSdkPathRelativizer$$Lambda$38/1014166943
1469:             1             16  org.jetbrains.jps.incremental.relativizer.PathRelativizerService$$Lambda$30/6320204
1470:             1             16  org.jetbrains.jps.incremental.relativizer.PathRelativizerService$$Lambda$31/112302969
1471:             1             16  org.jetbrains.jps.incremental.resources.ResourcesBuilder
1472:             1             16  org.jetbrains.jps.incremental.storage.BuildDataManager$1
1473:             1             16  org.jetbrains.jps.incremental.storage.BuildDataManager$2
1474:             1             16  org.jetbrains.jps.incremental.storage.FileKeyDescriptor
1475:             1             16  org.jetbrains.jps.incremental.storage.FileTimestampStorage$StateExternalizer
1476:             1             16  org.jetbrains.jps.incremental.storage.OneToManyPathsMapping$PathCollectionExternalizer
1477:             1             16  org.jetbrains.jps.incremental.storage.OutputToTargetRegistry$1
1478:             1             16  org.jetbrains.jps.incremental.storage.PathStringDescriptor
1479:             1             16  org.jetbrains.jps.incremental.storage.ProjectTimestamps
1480:             1             16  org.jetbrains.jps.indices.impl.IgnoredFileIndexImpl
1481:             1             16  org.jetbrains.jps.intellilang.instrumentation.PatternValidatorBuilderService
1482:             1             16  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangExtensionServiceImpl
1483:             1             16  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangModelSerializerExtension
1484:             1             16  org.jetbrains.jps.javaee.build.jspValidation.JasperValidator
1485:             1             16  org.jetbrains.jps.javaee.build.jspValidation.JspValidationBuilderService
1486:             1             16  org.jetbrains.jps.javaee.model.impl.JpsApplicationServersTableImpl$JpsApplicationServersTableRole
1487:             1             16  org.jetbrains.jps.javaee.model.impl.JpsJavaeeExtensionServiceImpl
1488:             1             16  org.jetbrains.jps.javaee.model.impl.JpsJavaeeModelSerializerExtension
1489:             1             16  org.jetbrains.jps.jpa.model.impl.JpsJpaModelSerializerExtension
1490:             1             16  org.jetbrains.jps.maven.compiler.MavenBuilderService
1491:             1             16  org.jetbrains.jps.maven.compiler.MavenResourcesBuilder
1492:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenDependenciesEnumerationHandler
1493:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenDependenciesEnumerationHandler$MavenFactory
1494:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl$$Lambda$19/145113347
1495:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl$1
1496:             1             16  org.jetbrains.jps.maven.model.impl.JpsMavenModelSerializationExtension
1497:             1             16  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType$$Lambda$50/367746789
1498:             1             16  org.jetbrains.jps.model.artifact.impl.JpsArtifactRole
1499:             1             16  org.jetbrains.jps.model.artifact.impl.JpsArtifactServiceImpl
1500:             1             16  org.jetbrains.jps.model.fileTypes.impl.FileNameMatcherFactoryImpl
1501:             1             16  org.jetbrains.jps.model.impl.JpsElementFactoryImpl
1502:             1             16  org.jetbrains.jps.model.impl.JpsEncodingConfigurationServiceImpl
1503:             1             16  org.jetbrains.jps.model.impl.JpsExElementFactoryImpl
1504:             1             16  org.jetbrains.jps.model.jarRepository.impl.JpsRemoteRepositoryServiceImpl
1505:             1             16  org.jetbrains.jps.model.java.JpsAnnotationRootType
1506:             1             16  org.jetbrains.jps.model.java.JpsJavaLibraryType
1507:             1             16  org.jetbrains.jps.model.java.JpsJavaModuleType
1508:             1             16  org.jetbrains.jps.model.java.JpsNativeLibraryRootType
1509:             1             16  org.jetbrains.jps.model.java.impl.JavaModuleExtensionRole
1510:             1             16  org.jetbrains.jps.model.java.impl.JavaProjectExtensionRole
1511:             1             16  org.jetbrains.jps.model.java.impl.JpsJavaDependencyExtensionRole
1512:             1             16  org.jetbrains.jps.model.java.impl.JpsJavaExtensionServiceImpl
1513:             1             16  org.jetbrains.jps.model.java.impl.compiler.JpsJavaCompilerConfigurationImpl$$Lambda$13/963522361
1514:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$1
1515:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$2
1516:             1             16  org.jetbrains.jps.model.library.JpsOrderRootType$3
1517:             1             16  org.jetbrains.jps.model.library.impl.JpsLibraryRole
1518:             1             16  org.jetbrains.jps.model.module.impl.JpsModuleRole
1519:             1             16  org.jetbrains.jps.model.module.impl.JpsModuleSourceRootRole
1520:             1             16  org.jetbrains.jps.model.module.impl.JpsSdkReferencesTableImpl$JpsSdkReferencesTableRole
1521:             1             16  org.jetbrains.jps.model.serialization.JpsEncodingModelSerializerExtension
1522:             1             16  org.jetbrains.jps.model.serialization.JpsProjectLoader$$Lambda$21/2040352617
1523:             1             16  org.jetbrains.jps.model.serialization.impl.JpsSerializationManagerImpl
1524:             1             16  org.jetbrains.jps.model.serialization.jarRepository.JpsRemoteRepositoriesModelSerializerExtension
1525:             1             16  org.jetbrains.jps.model.serialization.java.JpsJavaModelSerializerExtension
1526:             1             16  org.jetbrains.jps.model.serialization.java.compiler.AnnotationProcessorProfileSerializer$$Lambda$14/1075738627
1527:             1             16  org.jetbrains.jps.service.impl.JpsServiceManagerImpl$SingleClassLoaderPluginManager
1528:             1             16  org.jetbrains.jps.service.impl.SharedThreadPoolImpl
1529:             1             16  org.jetbrains.jps.uiDesigner.compiler.FormsBuilderService
1530:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerConfigurationImpl$UiDesignerConfigurationState
1531:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerExtensionServiceImpl
1532:             1             16  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerSerializerExtension
1533:             1             16  org.jetbrains.jps.webSphere.LooseAppBuilder
1534:             1             16  org.jetbrains.jps.webSphere.LooseBuilderService
1535:             1             16  org.jetbrains.kotlin.config.KotlinCommonJpsModelSerializerExtension
1536:             1             16  org.jetbrains.kotlin.config.ResourceKotlinRootType
1537:             1             16  org.jetbrains.kotlin.config.SourceKotlinRootType
1538:             1             16  org.jetbrains.kotlin.config.TestResourceKotlinRootType
1539:             1             16  org.jetbrains.kotlin.config.TestSourceKotlinRootType
1540:             1             16  org.jetbrains.kotlin.jps.build.KotlinBuilder$Companion
1541:             1             16  org.jetbrains.kotlin.jps.build.KotlinBuilderService
1542:             1             16  org.jetbrains.kotlin.jps.build.KotlinJavaBuilderExtension
1543:             1             16  org.jetbrains.kotlin.jps.build.KotlinResourcesRootProvider
1544:             1             16  org.jetbrains.kotlin.jps.build.KotlinSourceRootProvider
1545:             1             16  org.jetbrains.kotlin.jps.model.JpsKotlinFacetModuleExtension$Companion
1546:             1             16  org.jetbrains.kotlin.jps.model.KotlinModelSerializerService
1547:             1             16  org.jetbrains.osgi.jps.build.OsmorcBuilder
1548:             1             16  org.jetbrains.osgi.jps.build.OsmorcBuilderService
1549:             1             16  org.jetbrains.osgi.jps.model.impl.JpsOsmorcModelSerializerExtension
1550:             1             16  org.jetbrains.plugins.javaFX.JpsJavaFxModelSerializerExtension
1551:             1             16  org.jetbrains.plugins.javaFX.preloader.JpsJavaFxPreloaderModelSerializerExtension
1552:             1             16  org.slf4j.helpers.NOPLoggerFactory
1553:             1             16  sun.misc.ASCIICaseInsensitiveComparator
1554:             1             16  sun.misc.FloatingDecimal$1
1555:             1             16  sun.misc.Launcher
1556:             1             16  sun.misc.Launcher$Factory
1557:             1             16  sun.misc.Perf
1558:             1             16  sun.misc.Unsafe
1559:             1             16  sun.net.ExtendedOptionsImpl$$Lambda$7/716143810
1560:             1             16  sun.net.www.protocol.file.Handler
1561:             1             16  sun.net.www.protocol.jar.JarFileFactory
1562:             1             16  sun.nio.ch.ExtendedSocketOption$1
1563:             1             16  sun.nio.ch.Net$1
1564:             1             16  sun.nio.ch.Util$1
1565:             1             16  sun.nio.ch.WindowsSelectorProvider
1566:             1             16  sun.nio.fs.WindowsChannelFactory$1
1567:             1             16  sun.nio.fs.WindowsFileSystemProvider
1568:             1             16  sun.reflect.ClassDefiner$1
1569:             1             16  sun.reflect.GeneratedConstructorAccessor1
1570:             1             16  sun.reflect.GeneratedConstructorAccessor2
1571:             1             16  sun.reflect.Label
1572:             1             16  sun.reflect.ReflectionFactory
1573:             1             16  sun.reflect.generics.tree.BottomSignature
1574:             1             16  sun.security.provider.NativeSeedGenerator
1575:             1             16  sun.security.util.AlgorithmDecomposer
1576:             1             16  sun.security.util.DisabledAlgorithmConstraints$Constraints
1577:             1             16  sun.util.calendar.Gregorian
1578:             1             16  sun.util.locale.provider.AuxLocaleProviderAdapter$NullProvider
1579:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter
1580:             1             16  sun.util.locale.provider.SPILocaleProviderAdapter
1581:             1             16  sun.util.logging.LoggingSupport$1
1582:             1             16  sun.util.logging.PlatformLogger$1
1583:             1             16  sun.util.resources.LocaleData
1584:             1             16  sun.util.resources.LocaleData$LocaleDataResourceBundleControl
Total        208081       25127120
